frame_number,src_addr,dst_addr,src_port,dst_port,tcp_flags,protocol
394,172.27.224.251,172.27.224.250,53870,502,PA,6
395,172.27.224.251,172.27.224.250,53870,502,PA,6
396,172.27.224.251,172.27.224.250,53870,502,PA,6
397,172.27.224.251,172.27.224.250,53870,502,PA,6
398,172.27.224.251,172.27.224.250,53870,502,PA,6
399,172.27.224.251,172.27.224.250,53870,502,PA,6
400,172.27.224.251,172.27.224.250,53870,502,PA,6
401,172.27.224.250,172.27.224.251,502,53870,A,6
402,172.27.224.250,172.27.224.251,502,53870,A,6
403,172.27.224.250,172.27.224.251,502,53870,PA,6
404,172.27.224.251,172.27.224.250,53870,502,A,6
406,0.0.0.0,255.255.255.255,68,67,None,17
407,172.27.224.251,172.27.224.250,53870,502,FA,6
408,172.27.224.250,172.27.224.251,502,53870,A,6
409,172.27.224.250,172.27.224.251,502,53870,FA,6
410,172.27.224.251,172.27.224.250,53870,502,A,6
411,172.27.224.250,172.27.224.251,502,53870,RA,6
412,172.27.224.250,172.27.224.251,502,53870,R,6
416,172.27.224.251,172.27.224.250,53871,502,S,6
417,172.27.224.250,172.27.224.251,502,53871,SA,6
418,172.27.224.251,172.27.224.250,53871,502,A,6
419,172.27.224.251,172.27.224.250,53871,502,PA,6
420,172.27.224.251,172.27.224.250,53871,502,PA,6
421,172.27.224.251,172.27.224.250,53871,502,PA,6
422,172.27.224.251,172.27.224.250,53871,502,PA,6
423,172.27.224.251,172.27.224.250,53871,502,PA,6
424,172.27.224.251,172.27.224.250,53871,502,PA,6
425,172.27.224.251,172.27.224.250,53871,502,PA,6
426,172.27.224.251,172.27.224.250,53871,502,PA,6
427,172.27.224.251,172.27.224.250,53871,502,PA,6
428,172.27.224.251,172.27.224.250,53871,502,PA,6
429,172.27.224.251,172.27.224.250,53871,502,PA,6
430,172.27.224.251,172.27.224.250,53871,502,PA,6
431,172.27.224.250,172.27.224.251,502,53871,A,6
432,172.27.224.250,172.27.224.251,502,53871,A,6
433,172.27.224.250,172.27.224.251,502,53871,PA,6
434,172.27.224.251,172.27.224.250,53871,502,A,6
435,172.27.224.251,172.27.224.250,53871,502,FA,6
436,172.27.224.250,172.27.224.251,502,53871,A,6
437,172.27.224.250,172.27.224.251,502,53871,FA,6
438,172.27.224.251,172.27.224.250,53871,502,A,6
439,172.27.224.250,172.27.224.251,502,53871,RA,6
440,172.27.224.250,172.27.224.251,502,53871,R,6
444,172.27.224.251,172.27.224.250,53872,502,S,6
445,172.27.224.250,172.27.224.251,502,53872,SA,6
446,172.27.224.251,172.27.224.250,53872,502,A,6
447,172.27.224.251,172.27.224.250,53872,502,PA,6
448,172.27.224.251,172.27.224.250,53872,502,PA,6
449,172.27.224.251,172.27.224.250,53872,502,PA,6
450,172.27.224.251,172.27.224.250,53872,502,PA,6
451,172.27.224.251,172.27.224.250,53872,502,PA,6
452,172.27.224.251,172.27.224.250,53872,502,PA,6
453,172.27.224.251,172.27.224.250,53872,502,PA,6
454,172.27.224.251,172.27.224.250,53872,502,PA,6
455,172.27.224.251,172.27.224.250,53872,502,PA,6
456,172.27.224.251,172.27.224.250,53872,502,PA,6
457,172.27.224.251,172.27.224.250,53872,502,PA,6
458,172.27.224.251,172.27.224.250,53872,502,PA,6
459,172.27.224.250,172.27.224.251,502,53872,A,6
460,172.27.224.250,172.27.224.251,502,53872,A,6
461,172.27.224.250,172.27.224.251,502,53872,PA,6
462,172.27.224.251,172.27.224.250,53872,502,A,6
464,172.27.224.251,172.27.224.250,53872,502,FA,6
465,172.27.224.250,172.27.224.251,502,53872,A,6
466,172.27.224.250,172.27.224.251,502,53872,FA,6
467,172.27.224.251,172.27.224.250,53872,502,A,6
468,172.27.224.250,172.27.224.251,502,53872,RA,6
469,172.27.224.250,172.27.224.251,502,53872,R,6
472,172.27.224.251,172.27.224.250,53873,502,S,6
473,172.27.224.250,172.27.224.251,502,53873,SA,6
474,172.27.224.251,172.27.224.250,53873,502,A,6
475,172.27.224.251,172.27.224.250,53873,502,PA,6
476,172.27.224.251,172.27.224.250,53873,502,PA,6
477,172.27.224.251,172.27.224.250,53873,502,PA,6
478,172.27.224.251,172.27.224.250,53873,502,PA,6
479,172.27.224.251,172.27.224.250,53873,502,PA,6
480,172.27.224.251,172.27.224.250,53873,502,PA,6
481,172.27.224.251,172.27.224.250,53873,502,PA,6
482,172.27.224.251,172.27.224.250,53873,502,PA,6
483,172.27.224.251,172.27.224.250,53873,502,PA,6
484,172.27.224.251,172.27.224.250,53873,502,PA,6
485,172.27.224.251,172.27.224.250,53873,502,PA,6
486,172.27.224.251,172.27.224.250,53873,502,PA,6
487,172.27.224.250,172.27.224.251,502,53873,A,6
488,172.27.224.250,172.27.224.251,502,53873,A,6
489,172.27.224.250,172.27.224.251,502,53873,PA,6
491,172.27.224.251,172.27.224.250,53873,502,A,6
492,172.27.224.251,172.27.224.250,53873,502,FA,6
493,172.27.224.250,172.27.224.251,502,53873,A,6
494,172.27.224.250,172.27.224.251,502,53873,FA,6
495,172.27.224.251,172.27.224.250,53873,502,A,6
496,172.27.224.250,172.27.224.251,502,53873,RA,6
497,172.27.224.250,172.27.224.251,502,53873,R,6
501,172.27.224.251,172.27.224.250,53874,502,S,6
502,172.27.224.250,172.27.224.251,502,53874,SA,6
503,172.27.224.251,172.27.224.250,53874,502,A,6
504,172.27.224.251,172.27.224.250,53874,502,PA,6
505,172.27.224.251,172.27.224.250,53874,502,PA,6
506,172.27.224.251,172.27.224.250,53874,502,PA,6
507,172.27.224.251,172.27.224.250,53874,502,PA,6
508,172.27.224.251,172.27.224.250,53874,502,PA,6
509,172.27.224.251,172.27.224.250,53874,502,PA,6
510,172.27.224.251,172.27.224.250,53874,502,PA,6
511,172.27.224.251,172.27.224.250,53874,502,PA,6
512,172.27.224.251,172.27.224.250,53874,502,PA,6
513,172.27.224.251,172.27.224.250,53874,502,PA,6
514,172.27.224.251,172.27.224.250,53874,502,PA,6
515,172.27.224.251,172.27.224.250,53874,502,PA,6
516,172.27.224.250,172.27.224.251,502,53874,A,6
517,172.27.224.250,172.27.224.251,502,53874,A,6
518,172.27.224.250,172.27.224.251,502,53874,PA,6
519,172.27.224.251,172.27.224.250,53874,502,A,6
521,172.27.224.251,172.27.224.250,53874,502,FA,6
522,172.27.224.250,172.27.224.251,502,53874,A,6
523,172.27.224.250,172.27.224.251,502,53874,FA,6
524,172.27.224.251,172.27.224.250,53874,502,A,6
525,172.27.224.250,172.27.224.251,502,53874,RA,6
526,172.27.224.250,172.27.224.251,502,53874,R,6
527,172.27.224.250,172.27.224.251,502,51656,A,6
528,172.27.224.251,172.27.224.250,51656,502,A,6
531,172.27.224.251,172.27.224.250,53875,502,S,6
532,172.27.224.250,172.27.224.251,502,53875,SA,6
533,172.27.224.251,172.27.224.250,53875,502,A,6
534,172.27.224.251,172.27.224.250,53875,502,PA,6
535,172.27.224.251,172.27.224.250,53875,502,PA,6
536,172.27.224.251,172.27.224.250,53875,502,PA,6
537,172.27.224.251,172.27.224.250,53875,502,PA,6
538,172.27.224.251,172.27.224.250,53875,502,PA,6
539,172.27.224.251,172.27.224.250,53875,502,PA,6
540,172.27.224.251,172.27.224.250,53875,502,PA,6
541,172.27.224.251,172.27.224.250,53875,502,PA,6
542,172.27.224.251,172.27.224.250,53875,502,PA,6
543,172.27.224.251,172.27.224.250,53875,502,PA,6
544,172.27.224.251,172.27.224.250,53875,502,PA,6
545,172.27.224.251,172.27.224.250,53875,502,PA,6
546,172.27.224.250,172.27.224.251,502,53875,A,6
547,172.27.224.250,172.27.224.251,502,53875,A,6
548,172.27.224.250,172.27.224.251,502,53875,PA,6
549,172.27.224.251,172.27.224.250,53875,502,A,6
551,172.27.224.251,172.27.224.250,53875,502,FA,6
552,172.27.224.250,172.27.224.251,502,53875,A,6
553,172.27.224.250,172.27.224.251,502,53875,FA,6
554,172.27.224.251,172.27.224.250,53875,502,A,6
555,172.27.224.250,172.27.224.251,502,53875,RA,6
556,172.27.224.250,172.27.224.251,502,53875,R,6
559,0.0.0.0,255.255.255.255,68,67,None,17
562,172.27.224.251,172.27.224.250,53876,502,S,6
563,172.27.224.250,172.27.224.251,502,53876,SA,6
564,172.27.224.251,172.27.224.250,53876,502,A,6
565,172.27.224.251,172.27.224.250,53876,502,PA,6
566,172.27.224.251,172.27.224.250,53876,502,PA,6
567,172.27.224.251,172.27.224.250,53876,502,PA,6
568,172.27.224.251,172.27.224.250,53876,502,PA,6
569,172.27.224.251,172.27.224.250,53876,502,PA,6
570,172.27.224.251,172.27.224.250,53876,502,PA,6
571,172.27.224.251,172.27.224.250,53876,502,PA,6
572,172.27.224.251,172.27.224.250,53876,502,PA,6
573,172.27.224.251,172.27.224.250,53876,502,PA,6
574,172.27.224.251,172.27.224.250,53876,502,PA,6
575,172.27.224.251,172.27.224.250,53876,502,PA,6
576,172.27.224.251,172.27.224.250,53876,502,PA,6
577,172.27.224.250,172.27.224.251,502,53876,A,6
578,172.27.224.250,172.27.224.251,502,53876,A,6
579,172.27.224.250,172.27.224.251,502,53876,PA,6
