frame_number,src_addr,dst_addr,src_port,dst_port,tcp_flags,protocol
326,192.168.50.8,74.208.236.171,59595,80,PA,6
327,192.168.50.8,74.208.236.171,59595,80,PA,6
328,74.208.236.171,192.168.50.8,80,59596,SA,6
329,74.208.236.171,192.168.50.8,80,59596,SA,6
330,192.168.50.8,74.208.236.171,59596,80,A,6
331,192.168.50.8,74.208.236.171,59596,80,A,6
332,172.217.9.226,192.168.50.8,443,59597,SA,6
333,172.217.9.226,192.168.50.8,443,59597,SA,6
334,192.168.50.8,172.217.9.226,59597,443,A,6
335,192.168.50.8,172.217.9.226,59597,443,A,6
336,172.217.9.226,192.168.50.8,80,59598,SA,6
337,172.217.9.226,192.168.50.8,80,59598,SA,6
338,172.217.9.226,192.168.50.8,443,59599,SA,6
339,172.217.9.226,192.168.50.8,443,59599,SA,6
340,192.168.50.8,172.217.9.226,59598,80,A,6
341,192.168.50.8,172.217.9.226,59599,443,A,6
342,192.168.50.8,172.217.9.226,59598,80,A,6
343,192.168.50.8,172.217.9.226,59599,443,A,6
344,172.217.9.226,192.168.50.8,443,59600,SA,6
345,172.217.9.226,192.168.50.8,443,59600,SA,6
346,192.168.50.8,172.217.9.226,59600,443,A,6
347,192.168.50.8,172.217.9.226,59600,443,A,6
348,192.168.50.8,172.217.9.226,59597,443,PA,6
349,192.168.50.8,172.217.9.226,59597,443,PA,6
350,192.168.50.8,172.217.9.226,59599,443,PA,6
351,192.168.50.8,172.217.9.226,59599,443,PA,6
352,192.168.50.8,172.217.9.226,59600,443,PA,6
353,192.168.50.8,172.217.9.226,59600,443,PA,6
354,172.217.3.106,192.168.50.8,443,59601,SA,6
355,172.217.3.106,192.168.50.8,443,59601,SA,6
356,192.168.50.8,172.217.3.106,59601,443,A,6
357,192.168.50.8,172.217.3.106,59601,443,A,6
358,192.168.50.8,172.217.3.106,59601,443,PA,6
359,192.168.50.8,172.217.3.106,59601,443,PA,6
360,172.217.9.226,192.168.50.8,443,59597,A,6
361,172.217.9.226,192.168.50.8,443,59597,A,6
362,74.208.236.171,192.168.50.8,80,59595,A,6
363,74.208.236.171,192.168.50.8,80,59595,A,6
364,172.217.9.226,192.168.50.8,443,59599,A,6
365,172.217.9.226,192.168.50.8,443,59599,A,6
366,172.217.9.226,192.168.50.8,443,59600,A,6
367,172.217.9.226,192.168.50.8,443,59600,A,6
368,172.217.9.226,192.168.50.8,443,59597,A,6
369,172.217.9.226,192.168.50.8,443,59597,A,6
370,172.217.9.226,192.168.50.8,443,59597,A,6
371,172.217.9.226,192.168.50.8,443,59597,A,6
372,192.168.50.8,172.217.9.226,59597,443,A,6
373,192.168.50.8,172.217.9.226,59597,443,A,6
374,172.217.9.226,192.168.50.8,443,59599,A,6
375,172.217.9.226,192.168.50.8,443,59599,A,6
376,172.217.9.226,192.168.50.8,443,59599,PA,6
377,172.217.9.226,192.168.50.8,443,59599,PA,6
378,192.168.50.8,172.217.9.226,59599,443,A,6
379,192.168.50.8,172.217.9.226,59599,443,A,6
380,172.217.9.226,192.168.50.8,443,59597,PA,6
381,172.217.9.226,192.168.50.8,443,59597,PA,6
382,172.217.9.226,192.168.50.8,443,59600,A,6
383,172.217.9.226,192.168.50.8,443,59600,A,6
384,172.217.3.106,192.168.50.8,443,59601,A,6
385,172.217.9.226,192.168.50.8,443,59600,A,6
386,172.217.3.106,192.168.50.8,443,59601,A,6
387,172.217.9.226,192.168.50.8,443,59600,A,6
388,192.168.50.8,172.217.9.226,59600,443,A,6
389,192.168.50.8,172.217.9.226,59600,443,A,6
390,192.168.50.8,172.217.9.226,59599,443,PA,6
391,192.168.50.8,172.217.9.226,59599,443,PA,6
392,192.168.50.8,172.217.9.226,59597,443,PA,6
393,192.168.50.8,172.217.9.226,59597,443,PA,6
394,192.168.50.8,172.217.9.226,59597,443,PA,6
395,172.217.9.226,192.168.50.8,443,59600,PA,6
396,192.168.50.8,172.217.9.226,59597,443,PA,6
397,172.217.9.226,192.168.50.8,443,59600,PA,6
398,192.168.50.8,172.217.9.226,59599,443,PA,6
399,192.168.50.8,172.217.9.226,59599,443,PA,6
400,192.168.50.8,172.217.9.226,59600,443,PA,6
401,192.168.50.8,172.217.9.226,59600,443,PA,6
402,192.168.50.8,172.217.9.226,59600,443,PA,6
403,192.168.50.8,172.217.9.226,59600,443,PA,6
404,172.217.3.106,192.168.50.8,443,59601,A,6
405,172.217.3.106,192.168.50.8,443,59601,A,6
406,172.217.3.106,192.168.50.8,443,59601,PA,6
407,172.217.3.106,192.168.50.8,443,59601,PA,6
408,192.168.50.8,172.217.3.106,59601,443,A,6
409,192.168.50.8,172.217.3.106,59601,443,A,6
410,192.168.50.8,172.217.3.106,59601,443,PA,6
411,192.168.50.8,172.217.3.106,59601,443,PA,6
412,192.168.50.8,172.217.3.106,59601,443,PA,6
413,192.168.50.8,172.217.3.106,59601,443,PA,6
414,192.168.50.8,172.217.3.106,59601,443,PA,6
415,192.168.50.8,172.217.3.106,59601,443,PA,6
416,172.217.9.226,192.168.50.8,443,59599,PA,6
417,172.217.9.226,192.168.50.8,443,59599,PA,6
418,172.217.9.226,192.168.50.8,443,59599,PA,6
419,172.217.9.226,192.168.50.8,443,59599,PA,6
420,192.168.50.8,172.217.9.226,59599,443,A,6
421,192.168.50.8,172.217.9.226,59599,443,A,6
422,192.168.50.8,172.217.9.226,59599,443,PA,6
423,192.168.50.8,172.217.9.226,59599,443,PA,6
424,172.217.9.226,192.168.50.8,443,59597,PA,6
425,172.217.9.226,192.168.50.8,443,59599,PA,6
426,172.217.9.226,192.168.50.8,443,59597,PA,6
427,172.217.9.226,192.168.50.8,443,59599,PA,6
428,172.217.9.226,192.168.50.8,443,59597,PA,6
429,172.217.9.226,192.168.50.8,443,59597,PA,6
430,172.217.9.226,192.168.50.8,443,59597,PA,6
431,172.217.9.226,192.168.50.8,443,59597,PA,6
432,192.168.50.8,172.217.9.226,59597,443,A,6
433,192.168.50.8,172.217.9.226,59597,443,A,6
434,192.168.50.8,172.217.9.226,59597,443,PA,6
435,192.168.50.8,172.217.9.226,59597,443,PA,6
436,172.217.9.226,192.168.50.8,443,59600,PA,6
437,172.217.9.226,192.168.50.8,443,59600,PA,6
438,172.217.9.226,192.168.50.8,443,59600,PA,6
439,172.217.9.226,192.168.50.8,443,59600,PA,6
440,172.217.9.226,192.168.50.8,443,59600,PA,6
441,172.217.9.226,192.168.50.8,443,59600,PA,6
442,192.168.50.8,172.217.9.226,59600,443,A,6
443,192.168.50.8,172.217.9.226,59600,443,A,6
444,192.168.50.8,172.217.9.226,59600,443,PA,6
445,192.168.50.8,172.217.9.226,59600,443,PA,6
446,172.217.3.106,192.168.50.8,443,59601,A,6
447,172.217.3.106,192.168.50.8,443,59601,A,6
448,172.217.3.106,192.168.50.8,443,59601,PA,6
449,172.217.3.106,192.168.50.8,443,59601,PA,6
450,172.217.3.106,192.168.50.8,443,59601,PA,6
451,172.217.3.106,192.168.50.8,443,59601,PA,6
452,172.217.3.106,192.168.50.8,443,59601,PA,6
453,172.217.3.106,192.168.50.8,443,59601,PA,6
454,192.168.50.8,172.217.3.106,59601,443,A,6
455,192.168.50.8,172.217.3.106,59601,443,A,6
456,192.168.50.8,172.217.3.106,59601,443,PA,6
457,192.168.50.8,172.217.3.106,59601,443,PA,6
458,172.217.3.106,192.168.50.8,443,59601,PA,6
459,172.217.3.106,192.168.50.8,443,59601,PA,6
460,172.217.3.106,192.168.50.8,443,59601,PA,6
461,172.217.3.106,192.168.50.8,443,59601,PA,6
462,192.168.50.8,172.217.3.106,59601,443,A,6
463,192.168.50.8,172.217.3.106,59601,443,A,6
464,172.217.3.106,192.168.50.8,443,59601,PA,6
465,172.217.3.106,192.168.50.8,443,59601,PA,6
466,172.217.3.106,192.168.50.8,443,59601,PA,6
467,172.217.3.106,192.168.50.8,443,59601,PA,6
468,192.168.50.8,172.217.3.106,59601,443,A,6
469,192.168.50.8,172.217.3.106,59601,443,A,6
470,192.168.50.8,172.217.3.106,59601,443,PA,6
471,192.168.50.8,172.217.3.106,59601,443,PA,6
472,172.217.3.106,192.168.50.8,443,59601,A,6
473,172.217.3.106,192.168.50.8,443,59601,A,6
474,192.168.50.8,4.2.2.4,51821,53,None,17
475,192.168.50.8,4.2.2.4,51821,53,None,17
476,172.217.9.226,192.168.50.8,443,59599,A,6
477,172.217.9.226,192.168.50.8,443,59599,A,6
478,172.217.9.226,192.168.50.8,443,59597,A,6
479,172.217.9.226,192.168.50.8,443,59597,A,6
480,172.217.9.226,192.168.50.8,443,59600,A,6
481,172.217.9.226,192.168.50.8,443,59600,A,6
482,4.2.2.4,192.168.50.8,53,51821,None,17
483,4.2.2.4,192.168.50.8,53,51821,None,17
484,192.168.50.8,52.85.90.206,59604,443,S,6
485,192.168.50.8,52.85.90.206,59604,443,S,6
486,192.168.50.8,52.85.90.206,59605,443,S,6
487,192.168.50.8,52.85.90.206,59605,443,S,6
488,192.168.50.8,4.2.2.4,60713,53,None,17
489,192.168.50.8,4.2.2.4,60713,53,None,17
490,4.2.2.4,192.168.50.8,53,60713,None,17
491,4.2.2.4,192.168.50.8,53,60713,None,17
492,192.168.50.8,4.2.2.4,53267,53,None,17
493,192.168.50.8,4.2.2.4,53267,53,None,17
494,52.85.90.206,192.168.50.8,443,59604,SA,6
495,52.85.90.206,192.168.50.8,443,59604,SA,6
496,52.85.90.206,192.168.50.8,443,59605,SA,6
497,52.85.90.206,192.168.50.8,443,59605,SA,6
498,192.168.50.8,52.85.90.206,59604,443,A,6
499,192.168.50.8,52.85.90.206,59605,443,A,6
500,192.168.50.8,52.85.90.206,59604,443,A,6
501,192.168.50.8,52.85.90.206,59605,443,A,6
502,192.168.50.8,52.85.90.206,59604,443,PA,6
503,192.168.50.8,52.85.90.206,59604,443,PA,6
504,192.168.50.8,4.2.2.4,52859,53,None,17
505,192.168.50.8,4.2.2.4,52859,53,None,17
